cluster_file,rmax,n_slices,vol_slice,n_slices_used,n_points,elapsed_sec
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,1.1548972177662866,30,25.34219414376647,30,104017,0.6396686659991246
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,1.4052923052746675,30,26.891897418599832,30,104017,0.6347820780010807
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,1.7099759466766964,30,28.572850509666452,30,104017,0.6099230039999384
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,2.080718528976332,30,29.794815833866398,30,104017,0.6353378530002374
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,2.5318423953503633,30,31.348054210966335,30,104017,0.6067923370010249
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,3.0807751387916715,30,32.9743674913998,30,104017,0.5982611559993529
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,3.748722856220058,30,34.15990015009984,30,104017,0.627644493999469
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,4.561489371878808,30,35.59152477799972,30,104017,0.5932051579984545
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,5.550473077848112,30,36.62347792503312,30,104017,0.5992593370010582
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,6.753879901122618,30,38.21481504616655,30,104017,0.5895969229986804
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,8.218199255994355,30,39.475973150833276,30,104017,0.5999131629996555
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,10.0,30,40.63226156113307,30,104017,0.5948089490011625
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.05,30,2.4248345005499776,30,103085,0.896333530999982
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.060840578869549786,30,2.7286725427499787,30,103085,0.8373947849995602
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.07403152074363813,30,3.0002528016999843,30,103085,0.8234186300014699
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.09008241153272054,30,3.3408051599999915,30,103085,0.7931542259993876
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.10961332127231452,30,3.814306407449992,30,103085,0.7808825060001254
