cluster_file,voxel_size,vol_voxel,n_voxels,n_points,elapsed_sec
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.1568814102006323,14.803573425911035,3834,100102,0.07451216099980229
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.1813411224276773,17.585862414729384,2949,100102,0.07415891999880841
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.20961440008267682,20.916088833530793,2271,100102,0.07099197200113849
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.24229582421132284,25.348104453313187,1782,100102,0.07327239500045835
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.28007267824676524,29.921911967695927,1362,100102,0.07366991399976541
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.32373940143476265,36.71249826444611,1082,100102,0.07171214200025133
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.3742142957228954,43.80940961727942,836,100102,0.07469506699999329
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.4325588374561865,50.66521632454029,626,100102,0.073289924999699
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.5,58.5,468,100102,0.07325598399984301
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.01,0.07984800000000002,79848,95462,0.06580970499999239
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.011559121134605051,0.1216966480613548,78796,95462,0.06642211500002304
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.013361328140447326,0.18379223939197242,77051,95462,0.0655070960001467
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.01544452104946379,0.27536293436587567,74745,95462,0.06993574700027239
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.01785250896767095,0.40572329612848584,71307,95462,0.0673580939983367
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.02063593137139315,0.5886575967635969,66987,95462,0.07024680799986527
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.023853323044733008,0.8289288517557525,61076,95462,0.07028584700128704
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.027572345053693506,1.1270127834845198,53766,95462,0.07030589099849749
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.031871207644077165,1.4853811216629764,45882,95462,0.07096690800062788
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.03684031498640387,1.9163000000000001,38326,95462,0.07207530900086567
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.042584166356484814,2.422087013582157,31365,95462,0.07089504500072508
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.0492235537330781,3.029729826526759,25403,95462,0.07485193299908133
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.05689810202763908,3.736344745921079,20284,95462,0.07101921700086677
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.06576920536665974,4.581435175265495,16104,95462,0.06863689899910241
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.07602342117599367,5.566090760745552,12668,95462,0.06983148000108486
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.08787639344404101,6.741934755217597,9935,95462,0.06913547299882339
