cluster_file,vol_slice_convex
config1_leaf00cm_tol40cm_cluster_00_ndvi.las,48.75676406491728
config1_leaf00cm_tol40cm_cluster_01_ndvi.las,51.53645500073323
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,46.774162119299824
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,50.30339882546641
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,48.327346222199886
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,46.67448015599989
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,48.82966665359995
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,42.28317155360022
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,42.175863605599936
