cluster_file,voxel_size,vol_voxel,n_voxels,n_points,elapsed_sec
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.4247951870156353,49.135659776823964,641,103085,0.08303730199986603
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.5,57.5,460,103085,0.08120477800002845
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.01,0.08805500000000001,88055,101210,0.07754322399887315
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.011770378179487158,0.14141338554443103,86720,101210,0.08046028799981286
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.01385418024881474,0.2249373249612883,84590,101210,0.07957185699888214
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.016306894089533095,0.3522157873431249,81226,101210,0.08078685799955565
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.019193831036664843,0.542966084069714,76787,101210,0.08272532900082297
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.022591865001472325,0.8048554649932089,69801,101210,0.08665492900036043
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.026591479484724942,1.1515342731339844,61242,101210,0.08074607199887396
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.03129917698872869,1.5672819029593497,51115,101210,0.08124137400045583
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.03684031498640387,2.06215,41243,101210,0.08289825199972256
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.04336244396414017,2.651827116839871,32524,101210,0.08364679499936756
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.051039236424475005,3.383366892238977,25447,101210,0.08541192899974703
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.06007511147083267,4.2224179810081495,19475,101210,0.08403909000116982
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.07071067811865475,5.269006180011559,14903,101210,0.09054640400063363
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.08322914227845538,6.4814151211685,11242,101210,0.08832738700039044
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.09796384801717632,7.945214184918277,8451,101210,0.08384961500087229
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.11530715390799683,9.729013945202022,6346,101210,0.08511084999918239
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.13572088082974532,11.969999999999995,4788,101210,0.08283826600018074
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.1597486094219211,14.557979698430664,3571,101210,0.08420614599890541
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.18803015465431966,17.68998172721326,2661,101210,0.08527385500019591
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.22131860294287997,21.410206707294208,1975,101210,0.08149510899966117
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.26050036547934563,26.622570311673503,1506,101210,0.07885342200097512
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.3066187817586519,32.22834951728511,1118,101210,0.08268070999838528
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.3609019018232971,39.0632646294349,831,101210,0.0839626920005685
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.4247951870156353,47.29594708627205,617,101210,0.08130633899963868
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.5,56.875,455,101210,0.08352360900062195
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.01,0.08487600000000002,84876,100102,0.07711092800127517
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.011770378179487158,0.1364381521577145,83669,100102,0.0806446770002367
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.01385418024881474,0.21702635981458263,81615,100102,0.07981176899920683
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.016306894089533095,0.340182709143076,78451,100102,0.08092180099993129
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.019193831036664843,0.5229337489586992,73954,100102,0.08156306999990193
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.022591865001472325,0.7783924731713237,67506,100102,0.0845134480005072
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.026591479484724942,1.1192118895489067,59523,100102,0.0827120020003349
